Sector,Community Name,Category,Crime Count,Date,Year,Month,ID,Resident Count,Community Center Point,Calgary Communities,Ward Boundaries 2013-2017,Ward Boundaries,City Quadrants
NORTHEAST,FALCONRIDGE,Theft OF Vehicle,3,2019/08,2019,AUG,2019-AUG-FALCONRIDGE-Theft OF Vehicle,,POINT (-113.945375 51.10330638),56,1,9,4
WEST,ROSSCARROCK,Break & Enter - Commercial,3,2019/08,2019,AUG,2019-AUG-ROSSCARROCK-Break & Enter - Commercial,,POINT (-114.1454937 51.04327739),281,2,14,1
CENTRE,CLIFF BUNGALOW,Break & Enter - Commercial,4,2019/04,2019,APR,2019-APR-CLIFF BUNGALOW-Break & Enter - Commercial,,POINT (-114.0748949 51.03393023),18,2,14,1
CENTRE,DOWNTOWN COMMERCIAL CORE,Theft OF Vehicle,7,2019/04,2019,APR,2019-APR-DOWNTOWN COMMERCIAL CORE-Theft OF Vehicle,,POINT (-114.0695922 51.0472702),262,7,7,1
SOUTHEAST,COPPERFIELD,Theft FROM Vehicle,7,2019/10,2019,OCT,2019-OCT-COPPERFIELD-Theft FROM Vehicle,,POINT (-113.9294598 50.91781022),96,8,4,3
NORTHWEST,BOWNESS,Theft FROM Vehicle,11,2019/10,2019,OCT,2019-OCT-BOWNESS-Theft FROM Vehicle,,POINT (-114.187826 51.08335944),149,9,13,2
NORTH,COUNTRY HILLS VILLAGE,Theft FROM Vehicle,6,2019/05,2019,MAY,2019-MAY-COUNTRY HILLS VILLAGE-Theft FROM Vehicle,,POINT (-114.0613954 51.15820385),264,12,11,4
CENTRE,MISSION,Theft FROM Vehicle,10,2019/04,2019,APR,2019-APR-MISSION-Theft FROM Vehicle,,POINT (-114.0680832 51.0331584),297,5,14,1
SOUTHEAST,DOUGLASDALE/GLEN,Break & Enter - Dwelling,4,2019/01,2019,JAN,2019-JAN-DOUGLASDALE/GLEN-Break & Enter - Dwelling,,POINT (-114.0119037 50.94844504),268,13,4,3
SOUTHEAST,DOUGLASDALE/GLEN,Theft FROM Vehicle,5,2019/03,2019,MAR,2019-MAR-DOUGLASDALE/GLEN-Theft FROM Vehicle,,POINT (-114.0119037 50.94844504),268,13,4,3
NORTHWEST,UNIVERSITY HEIGHTS,Theft FROM Vehicle,3,2019/03,2019,MAR,2019-MAR-UNIVERSITY HEIGHTS-Theft FROM Vehicle,,POINT (-114.1330762 51.07039132),274,7,13,2
CENTRE,INGLEWOOD,Assault (Non-domestic),5,2019/09,2019,SEP,2019-SEP-INGLEWOOD-Assault (Non-domestic),,POINT (-114.01912 51.03414052),54,11,10,3
CENTRE,TUXEDO PARK,Theft FROM Vehicle,11,2019/12,2019,DEC,2019-DEC-TUXEDO PARK-Theft FROM Vehicle,,POINT (-114.0610445 51.07424524),69,7,10,4
CENTRE,HIGHLAND PARK,Break & Enter - Other Premises,3,2019/07,2019,JUL,2019-JUL-HIGHLAND PARK-Break & Enter - Other Premises,,POINT (-114.062069 51.0880224),259,4,2,4
WEST,ROSSCARROCK,Violence Other (Non-domestic),3,2019/10,2019,OCT,2019-OCT-ROSSCARROCK-Violence Other (Non-domestic),,POINT (-114.1454937 51.04327739),281,2,14,1
NORTH,THORNCLIFFE,Theft FROM Vehicle,5,2019/02,2019,FEB,2019-FEB-THORNCLIFFE-Theft FROM Vehicle,,POINT (-114.0687794 51.10309955),192,4,2,2
NORTHEAST,TARADALE,Theft FROM Vehicle,11,2019/12,2019,DEC,2019-DEC-TARADALE-Theft FROM Vehicle,,POINT (-113.9340021 51.11794016),26,1,11,4
SOUTH,ACADIA,Theft OF Vehicle,10,2019/10,2019,OCT,2019-OCT-ACADIA-Theft OF Vehicle,,POINT (-114.0536982 50.97240921),174,5,10,3
NORTHEAST,CORNERSTONE,Theft FROM Vehicle,3,2019/09,2019,SEP,2019-SEP-CORNERSTONE-Theft FROM Vehicle,,POINT (-113.9305705 51.15735997),11,1,11,4
EAST,PENBROOKE MEADOWS,Break & Enter - Other Premises,5,2019/04,2019,APR,2019-APR-PENBROOKE MEADOWS-Break & Enter - Other Premises,,POINT (-113.9475162 51.04586562),30,11,12,3
SOUTHEAST,OGDEN,Theft OF Vehicle,3,2019/01,2019,JAN,2019-JAN-OGDEN-Theft OF Vehicle,,POINT (-114.0125847 50.99209613),28,11,10,3
NORTHEAST,SADDLE RIDGE INDUSTRIAL,Theft FROM Vehicle,4,2019/02,2019,FEB,2019-FEB-SADDLE RIDGE INDUSTRIAL-Theft FROM Vehicle,,POINT (-113.9757297 51.12518951),74,1,11,4
NORTH,COUNTRY HILLS VILLAGE,Break & Enter - Commercial,4,2019/03,2019,MAR,2019-MAR-COUNTRY HILLS VILLAGE-Break & Enter - Commercial,,POINT (-114.0613954 51.15820385),264,12,11,4
EAST,FOREST LAWN,Break & Enter - Commercial,3,2019/11,2019,NOV,2019-NOV-FOREST LAWN-Break & Enter - Commercial,,POINT (-113.9712303 51.03784772),85,11,12,3
CENTRE,HIGHLAND PARK,Break & Enter - Dwelling,4,2019/07,2019,JUL,2019-JUL-HIGHLAND PARK-Break & Enter - Dwelling,,POINT (-114.062069 51.0880224),259,4,2,4
CENTRE,HIGHWOOD,Break & Enter - Other Premises,3,2019/08,2019,AUG,2019-AUG-HIGHWOOD-Break & Enter - Other Premises,,POINT (-114.079901 51.09235577),37,4,7,2
EAST,DOVER,Violence Other (Non-domestic),3,2019/05,2019,MAY,2019-MAY-DOVER-Violence Other (Non-domestic),,POINT (-113.9931505 51.02246299),196,11,10,3
WEST,WEST SPRINGS,Theft OF Vehicle,3,2019/06,2019,JUN,2019-JUN-WEST SPRINGS-Theft OF Vehicle,,POINT (-114.2061682 51.05971961),114,14,1,1
NORTHWEST,EDGEMONT,Theft FROM Vehicle,9,2019/09,2019,SEP,2019-SEP-EDGEMONT-Theft FROM Vehicle,,POINT (-114.1439532 51.12458785),272,4,2,2
NORTHEAST,MARLBOROUGH PARK,Theft FROM Vehicle,11,2019/01,2019,JAN,2019-JAN-MARLBOROUGH PARK-Theft FROM Vehicle,,POINT (-113.9467173 51.05969185),33,3,12,4
CENTRE,ALTADORE,Theft FROM Vehicle,6,2019/03,2019,MAR,2019-MAR-ALTADORE-Theft FROM Vehicle,,POINT (-114.1007947 51.01594847),200,2,8,1
CENTRE,CHINATOWN,Theft FROM Vehicle,3,2019/02,2019,FEB,2019-FEB-CHINATOWN-Theft FROM Vehicle,,POINT (-114.0655201 51.052827),21,7,7,1
NORTHEAST,PINERIDGE,Break & Enter - Other Premises,4,2019/07,2019,JUL,2019-JUL-PINERIDGE-Break & Enter - Other Premises,,POINT (-113.946765 51.07425976),36,3,9,4
EAST,FOREST LAWN,Violence Other (Non-domestic),4,2019/06,2019,JUN,2019-JUN-FOREST LAWN-Violence Other (Non-domestic),,POINT (-113.9712303 51.03784772),85,11,12,3
SOUTH,CANYON MEADOWS,Theft FROM Vehicle,5,2019/04,2019,APR,2019-APR-CANYON MEADOWS-Theft FROM Vehicle,,POINT (-114.0821823 50.94096383),283,6,5,1
SOUTH,SUNDANCE,Theft FROM Vehicle,3,2019/06,2019,JUN,2019-JUN-SUNDANCE-Theft FROM Vehicle,,POINT (-114.0420486 50.9015551),52,13,6,3
NORTHEAST,SADDLE RIDGE,Theft FROM Vehicle,6,2019/02,2019,FEB,2019-FEB-SADDLE RIDGE-Theft FROM Vehicle,,POINT (-113.9456225 51.13057324),2,1,11,4
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,6,2019/03,2019,MAR,2019-MAR-WINSTON HEIGHTS/MOUNTVIEW-Theft OF Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
SOUTH,WOODBINE,Theft FROM Vehicle,8,2019/07,2019,JUL,2019-JUL-WOODBINE-Theft FROM Vehicle,,POINT (-114.1296287 50.93961085),43,6,5,1
NORTH,NORTH HAVEN,Theft FROM Vehicle,3,2019/06,2019,JUN,2019-JUN-NORTH HAVEN-Theft FROM Vehicle,,POINT (-114.0894206 51.09594155),61,4,2,2
NORTHEAST,MARTINDALE,Theft FROM Vehicle,6,2019/05,2019,MAY,2019-MAY-MARTINDALE-Theft FROM Vehicle,,POINT (-113.9583871 51.11791373),180,1,9,4
NORTHEAST,TEMPLE,Break & Enter - Dwelling,8,2019/05,2019,MAY,2019-MAY-TEMPLE-Break & Enter - Dwelling,,POINT (-113.9467677 51.08879459),22,3,9,4
NORTH,PANORAMA HILLS,Break & Enter - Commercial,8,2019/12,2019,DEC,2019-DEC-PANORAMA HILLS-Break & Enter - Commercial,,POINT (-114.0880634 51.15971101),235,12,11,2
SOUTH,FAIRVIEW INDUSTRIAL,Break & Enter - Commercial,3,2019/07,2019,JUL,2019-JUL-FAIRVIEW INDUSTRIAL-Break & Enter - Commercial,,POINT (-114.0688222 50.98692363),76,11,10,3
CENTRE,BANKVIEW,Break & Enter - Other Premises,3,2019/06,2019,JUN,2019-JUN-BANKVIEW-Break & Enter - Other Premises,,POINT (-114.1004892 51.03413124),208,2,14,1
SOUTHEAST,OGDEN,Break & Enter - Other Premises,3,2019/08,2019,AUG,2019-AUG-OGDEN-Break & Enter - Other Premises,,POINT (-114.0125847 50.99209613),28,11,10,3
NORTHEAST,FALCONRIDGE,Break & Enter - Other Premises,3,2019/01,2019,JAN,2019-JAN-FALCONRIDGE-Break & Enter - Other Premises,,POINT (-113.945375 51.10330638),56,1,9,4
NORTHEAST,WESTWINDS,Theft OF Vehicle,4,2019/10,2019,OCT,2019-OCT-WESTWINDS-Theft OF Vehicle,,POINT (-113.9700448 51.10338459),80,1,9,4
CENTRE,UPPER MOUNT ROYAL,Break & Enter - Dwelling,3,2019/07,2019,JUL,2019-JUL-UPPER MOUNT ROYAL-Break & Enter - Dwelling,,POINT (-114.0850279 51.02996708),271,2,14,1
CENTRE,HIGHLAND PARK,Break & Enter - Commercial,3,2019/08,2019,AUG,2019-AUG-HIGHLAND PARK-Break & Enter - Commercial,,POINT (-114.062069 51.0880224),259,4,2,4
CENTRE,INGLEWOOD,Break & Enter - Dwelling,4,2019/09,2019,SEP,2019-SEP-INGLEWOOD-Break & Enter - Dwelling,,POINT (-114.01912 51.03414052),54,11,10,3
NORTH,THORNCLIFFE,Theft FROM Vehicle,12,2019/07,2019,JUL,2019-JUL-THORNCLIFFE-Theft FROM Vehicle,,POINT (-114.0687794 51.10309955),192,4,2,2
SOUTHEAST,EAST SHEPARD INDUSTRIAL,Theft OF Vehicle,6,2019/06,2019,JUN,2019-JUN-EAST SHEPARD INDUSTRIAL-Theft OF Vehicle,,POINT (-113.9509567 50.95124451),79,8,4,3
CENTRE,GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,3,2019/04,2019,APR,2019-APR-GREENVIEW INDUSTRIAL PARK-Theft OF Vehicle,,POINT (-114.049051 51.0865154),239,4,2,4
CENTRE,MISSION,Violence Other (Non-domestic),3,2019/10,2019,OCT,2019-OCT-MISSION-Violence Other (Non-domestic),,POINT (-114.0680832 51.0331584),297,5,14,1
NORTHEAST,MAYLAND HEIGHTS,Theft OF Vehicle,4,2019/11,2019,NOV,2019-NOV-MAYLAND HEIGHTS-Theft OF Vehicle,,POINT (-114.0133252 51.06082771),140,3,12,4
NORTHEAST,FALCONRIDGE,Street Robbery,4,2019/10,2019,OCT,2019-OCT-FALCONRIDGE-Street Robbery,,POINT (-113.945375 51.10330638),56,1,9,4
CENTRE,GREENVIEW INDUSTRIAL PARK,Assault (Non-domestic),3,2019/03,2019,MAR,2019-MAR-GREENVIEW INDUSTRIAL PARK-Assault (Non-domestic),,POINT (-114.049051 51.0865154),239,4,2,4
CENTRE,SUNNYSIDE,Theft FROM Vehicle,10,2019/07,2019,JUL,2019-JUL-SUNNYSIDE-Theft FROM Vehicle,,POINT (-114.0790263 51.0564192),62,7,7,2
SOUTH,FAIRVIEW,Theft FROM Vehicle,3,2019/03,2019,MAR,2019-MAR-FAIRVIEW-Theft FROM Vehicle,,POINT (-114.0603384 50.98538171),284,11,10,3
CENTRE,SOUTH CALGARY,Theft OF Vehicle,3,2019/05,2019,MAY,2019-MAY-SOUTH CALGARY-Theft OF Vehicle,,POINT (-114.1020693 51.02680703),207,2,14,1
CENTRE,DOWNTOWN COMMERCIAL CORE,Violence Other (Non-domestic),6,2019/02,2019,FEB,2019-FEB-DOWNTOWN COMMERCIAL CORE-Violence Other (Non-domestic),,POINT (-114.0695922 51.0472702),262,7,7,1
NORTHWEST,DALHOUSIE,Assault (Non-domestic),3,2019/05,2019,MAY,2019-MAY-DALHOUSIE-Assault (Non-domestic),,POINT (-114.1581646 51.10941383),38,4,7,2
NORTHEAST,TARADALE,Break & Enter - Dwelling,4,2019/10,2019,OCT,2019-OCT-TARADALE-Break & Enter - Dwelling,,POINT (-113.9340021 51.11794016),26,1,11,4
EAST,FOREST LAWN INDUSTRIAL,Break & Enter - Commercial,3,2019/06,2019,JUN,2019-JUN-FOREST LAWN INDUSTRIAL-Break & Enter - Commercial,,POINT (-113.9569697 51.02711112),97,11,12,3
SOUTH,WILLOW PARK,Assault (Non-domestic),3,2019/03,2019,MAR,2019-MAR-WILLOW PARK-Assault (Non-domestic),,POINT (-114.0562019 50.95661927),89,5,6,3
NORTHWEST,SILVER SPRINGS,Theft OF Vehicle,3,2019/07,2019,JUL,2019-JUL-SILVER SPRINGS-Theft OF Vehicle,,POINT (-114.1962799 51.10427009),147,9,13,2
NORTHEAST,FALCONRIDGE,Theft OF Vehicle,10,2019/06,2019,JUN,2019-JUN-FALCONRIDGE-Theft OF Vehicle,,POINT (-113.945375 51.10330638),56,1,9,4
NORTHWEST,BOWNESS,Break & Enter - Other Premises,7,2019/07,2019,JUL,2019-JUL-BOWNESS-Break & Enter - Other Premises,,POINT (-114.187826 51.08335944),149,9,13,2
NORTHWEST,DALHOUSIE,Theft FROM Vehicle,7,2019/06,2019,JUN,2019-JUN-DALHOUSIE-Theft FROM Vehicle,,POINT (-114.1581646 51.10941383),38,4,7,2
EAST,FOREST LAWN,Break & Enter - Commercial,4,2019/08,2019,AUG,2019-AUG-FOREST LAWN-Break & Enter - Commercial,,POINT (-113.9712303 51.03784772),85,11,12,3
CENTRE,TUXEDO PARK,Break & Enter - Other Premises,3,2019/05,2019,MAY,2019-MAY-TUXEDO PARK-Break & Enter - Other Premises,,POINT (-114.0610445 51.07424524),69,7,10,4
NORTHWEST,CITADEL,Theft FROM Vehicle,3,2019/04,2019,APR,2019-APR-CITADEL-Theft FROM Vehicle,,POINT (-114.1839168 51.14453595),247,10,3,2
NORTHEAST,STONEY 2,Theft FROM Vehicle,5,2019/11,2019,NOV,2019-NOV-STONEY 2-Theft FROM Vehicle,,POINT (-114.0172182 51.14338378),13,1,11,4
CENTRE,MEADOWLARK PARK,Theft FROM Vehicle,24,2019/09,2019,SEP,2019-SEP-MEADOWLARK PARK-Theft FROM Vehicle,,POINT (-114.0773554 50.99782963),64,5,8,1
CENTRE,DOWNTOWN COMMERCIAL CORE,Break & Enter - Commercial,23,2019/03,2019,MAR,2019-MAR-DOWNTOWN COMMERCIAL CORE-Break & Enter - Commercial,,POINT (-114.0695922 51.0472702),262,7,7,1
SOUTHEAST,COPPERFIELD,Theft OF Vehicle,3,2019/09,2019,SEP,2019-SEP-COPPERFIELD-Theft OF Vehicle,,POINT (-113.9294598 50.91781022),96,8,4,3
SOUTH,ACADIA,Theft OF Vehicle,7,2019/08,2019,AUG,2019-AUG-ACADIA-Theft OF Vehicle,,POINT (-114.0536982 50.97240921),174,5,10,3
NORTH,NOLAN HILL,Theft FROM Vehicle,4,2019/08,2019,AUG,2019-AUG-NOLAN HILL-Theft FROM Vehicle,,POINT (-114.1663394 51.17533568),188,10,3,2
NORTHEAST,MARLBOROUGH PARK,Violence Other (Non-domestic),3,2019/07,2019,JUL,2019-JUL-MARLBOROUGH PARK-Violence Other (Non-domestic),,POINT (-113.9467173 51.05969185),33,3,12,4
SOUTH,SOMERSET,Theft FROM Vehicle,3,2019/03,2019,MAR,2019-MAR-SOMERSET-Theft FROM Vehicle,,POINT (-114.0813075 50.89869686),55,6,5,1
EAST,FOREST HEIGHTS,Theft FROM Vehicle,3,2019/01,2019,JAN,2019-JAN-FOREST HEIGHTS-Theft FROM Vehicle,,POINT (-113.9687717 51.04923737),194,11,12,3
SOUTH,SHAWNESSY,Assault (Non-domestic),5,2019/06,2019,JUN,2019-JUN-SHAWNESSY-Assault (Non-domestic),,POINT (-114.0737568 50.90330333),115,6,5,1
NORTH,SKYLINE WEST,Theft OF Vehicle,3,2019/08,2019,AUG,2019-AUG-SKYLINE WEST-Theft OF Vehicle,,POINT (-114.047392 51.10333042),112,4,2,4
EAST,SOUTHVIEW,Theft FROM Vehicle,4,2019/06,2019,JUN,2019-JUN-SOUTHVIEW-Theft FROM Vehicle,,POINT (-113.9973381 51.03415568),15,11,12,3
NORTHEAST,PINERIDGE,Break & Enter - Commercial,5,2019/03,2019,MAR,2019-MAR-PINERIDGE-Break & Enter - Commercial,,POINT (-113.946765 51.07425976),36,3,9,4
NORTHWEST,VARSITY,Break & Enter - Commercial,7,2019/11,2019,NOV,2019-NOV-VARSITY-Break & Enter - Commercial,,POINT (-114.1625953 51.09600131),269,9,13,2
CENTRE,SOUTH CALGARY,Theft FROM Vehicle,6,2019/07,2019,JUL,2019-JUL-SOUTH CALGARY-Theft FROM Vehicle,,POINT (-114.1020693 51.02680703),207,2,14,1
CENTRE,WEST HILLHURST,Break & Enter - Other Premises,3,2019/12,2019,DEC,2019-DEC-WEST HILLHURST-Break & Enter - Other Premises,,POINT (-114.1151557 51.05505882),280,7,7,2
CENTRE,WINDSOR PARK,Theft OF Vehicle,5,2019/11,2019,NOV,2019-NOV-WINDSOR PARK-Theft OF Vehicle,,POINT (-114.0835523 51.00504576),144,5,8,1
NORTH,STONEY 1,Theft FROM Vehicle,3,2019/11,2019,NOV,2019-NOV-STONEY 1-Theft FROM Vehicle,,POINT (-114.0246985 51.16118788),163,12,11,4
CENTRE,ALYTH/BONNYBROOK,Break & Enter - Commercial,7,2019/08,2019,AUG,2019-AUG-ALYTH/BONNYBROOK-Break & Enter - Commercial,,POINT (-114.0224822 51.02285932),98,11,10,3
NORTHEAST,RUNDLE,Theft FROM Vehicle,12,2019/01,2019,JAN,2019-JAN-RUNDLE-Theft FROM Vehicle,,POINT (-113.9700581 51.07423997),34,3,9,4
CENTRE,BRIDGELAND/RIVERSIDE,Theft FROM Vehicle,7,2019/04,2019,APR,2019-APR-BRIDGELAND/RIVERSIDE-Theft FROM Vehicle,,POINT (-114.0350725 51.05056676),137,11,10,4
NORTHEAST,SOUTH AIRWAYS,Break & Enter - Commercial,6,2019/08,2019,AUG,2019-AUG-SOUTH AIRWAYS-Break & Enter - Commercial,,POINT (-114.0052957 51.07421919),106,3,9,4
SOUTH,LEGACY,Break & Enter - Commercial,3,2019/02,2019,FEB,2019-FEB-LEGACY-Break & Enter - Commercial,,POINT (-114.0059978 50.8576144),99,13,6,3
NORTHEAST,MARLBOROUGH,Theft OF Vehicle,6,2019/11,2019,NOV,2019-NOV-MARLBOROUGH-Theft OF Vehicle,,POINT (-113.969988 51.0595454),77,3,12,4
WEST,ROSSCARROCK,Assault (Non-domestic),4,2019/05,2019,MAY,2019-MAY-ROSSCARROCK-Assault (Non-domestic),,POINT (-114.1454937 51.04327739),281,2,14,1
EAST,FOREST LAWN,Theft FROM Vehicle,11,2019/05,2019,MAY,2019-MAY-FOREST LAWN-Theft FROM Vehicle,,POINT (-113.9712303 51.03784772),85,11,12,3
EAST,PENBROOKE MEADOWS,Break & Enter - Other Premises,5,2019/10,2019,OCT,2019-OCT-PENBROOKE MEADOWS-Break & Enter - Other Premises,,POINT (-113.9475162 51.04586562),30,11,12,3
SOUTH,PALLISER,Theft FROM Vehicle,4,2019/09,2019,SEP,2019-SEP-PALLISER-Theft FROM Vehicle,,POINT (-114.1121538 50.96676469),66,5,8,1
CENTRE,SUNALTA,Theft FROM Vehicle,14,2019/11,2019,NOV,2019-NOV-SUNALTA-Theft FROM Vehicle,,POINT (-114.1014677 51.04295864),136,2,14,1
SOUTH,FAIRVIEW INDUSTRIAL,Theft FROM Vehicle,11,2019/11,2019,NOV,2019-NOV-FAIRVIEW INDUSTRIAL-Theft FROM Vehicle,,POINT (-114.0688222 50.98692363),76,11,10,3
NORTHEAST,CALGARY INTERNATIONAL AIRPORT,Theft OF Vehicle,9,2019/03,2019,MAR,2019-MAR-CALGARY INTERNATIONAL AIRPORT-Theft OF Vehicle,,POINT (-114.011718 51.12355931),86,1,11,4
SOUTHEAST,OGDEN,Theft FROM Vehicle,10,2019/01,2019,JAN,2019-JAN-OGDEN-Theft FROM Vehicle,,POINT (-114.0125847 50.99209613),28,11,10,3
CENTRE,ALTADORE,Theft OF Vehicle,5,2019/09,2019,SEP,2019-SEP-ALTADORE-Theft OF Vehicle,,POINT (-114.1007947 51.01594847),200,2,8,1
CENTRE,MANCHESTER,Theft FROM Vehicle,6,2019/10,2019,OCT,2019-OCT-MANCHESTER-Theft FROM Vehicle,,POINT (-114.0666468 51.00623889),124,11,10,1
SOUTH,WILLOW PARK,Theft OF Vehicle,5,2019/11,2019,NOV,2019-NOV-WILLOW PARK-Theft OF Vehicle,,POINT (-114.0562019 50.95661927),89,5,6,3
SOUTHEAST,SETON,Theft OF Vehicle,3,2019/11,2019,NOV,2019-NOV-SETON-Theft OF Vehicle,,POINT (-113.9478494 50.87416379),229,8,4,3
CENTRE,ERLTON,Theft FROM Vehicle,5,2019/11,2019,NOV,2019-NOV-ERLTON-Theft FROM Vehicle,,POINT (-114.0631474 51.02632812),187,5,10,1
NORTHEAST,FRANKLIN,Theft FROM Vehicle,8,2019/11,2019,NOV,2019-NOV-FRANKLIN-Theft FROM Vehicle,,POINT (-113.9875255 51.05892746),84,3,12,4
EAST,FOREST HEIGHTS,Assault (Non-domestic),3,2019/03,2019,MAR,2019-MAR-FOREST HEIGHTS-Assault (Non-domestic),,POINT (-113.9687717 51.04923737),194,11,12,3
CENTRE,WINSTON HEIGHTS/MOUNTVIEW,Theft FROM Vehicle,7,2019/05,2019,MAY,2019-MAY-WINSTON HEIGHTS/MOUNTVIEW-Theft FROM Vehicle,,POINT (-114.0418555 51.07532496),88,7,10,4
SOUTHEAST,OGDEN,Theft OF Vehicle,6,2019/02,2019,FEB,2019-FEB-OGDEN-Theft OF Vehicle,,POINT (-114.0125847 50.99209613),28,11,10,3
CENTRE,RAMSAY,Theft FROM Vehicle,5,2019/08,2019,AUG,2019-AUG-RAMSAY-Theft FROM Vehicle,,POINT (-114.0425325 51.03641117),132,11,10,3
CENTRE,ELBOYA,Theft FROM Vehicle,5,2019/10,2019,OCT,2019-OCT-ELBOYA-Theft FROM Vehicle,,POINT (-114.0736204 51.0129938),143,5,8,1
NORTH,SKYLINE WEST,Theft FROM Vehicle,3,2019/02,2019,FEB,2019-FEB-SKYLINE WEST-Theft FROM Vehicle,,POINT (-114.047392 51.10333042),112,4,2,4
WEST,GLENDALE,Break & Enter - Other Premises,3,2019/08,2019,AUG,2019-AUG-GLENDALE-Break & Enter - Other Premises,,POINT (-114.1527402 51.03337804),41,14,1,1
SOUTH,CHAPARRAL,Theft FROM Vehicle,7,2019/11,2019,NOV,2019-NOV-CHAPARRAL-Theft FROM Vehicle,,POINT (-114.02565 50.88459997),130,13,6,3
NORTHEAST,PINERIDGE,Assault (Non-domestic),3,2019/03,2019,MAR,2019-MAR-PINERIDGE-Assault (Non-domestic),,POINT (-113.946765 51.07425976),36,3,9,4
CENTRE,CAPITOL HILL,Theft FROM Vehicle,13,2019/02,2019,FEB,2019-FEB-CAPITOL HILL-Theft FROM Vehicle,,POINT (-114.0946516 51.07266169),63,7,7,2
WEST,ROSSCARROCK,Assault (Non-domestic),6,2019/08,2019,AUG,2019-AUG-ROSSCARROCK-Assault (Non-domestic),,POINT (-114.1454937 51.04327739),281,2,14,1
NORTHEAST,FRANKLIN,Theft FROM Vehicle,4,2019/07,2019,JUL,2019-JUL-FRANKLIN-Theft FROM Vehicle,,POINT (-113.9875255 51.05892746),84,3,12,4
CENTRE,ERLTON,Theft FROM Vehicle,5,2019/10,2019,OCT,2019-OCT-ERLTON-Theft FROM Vehicle,,POINT (-114.0631474 51.02632812),187,5,10,1
CENTRE,MANCHESTER,Break & Enter - Commercial,6,2019/11,2019,NOV,2019-NOV-MANCHESTER-Break & Enter - Commercial,,POINT (-114.0666468 51.00623889),124,11,10,1
CENTRE,PARKHILL,Theft FROM Vehicle,6,2019/01,2019,JAN,2019-JAN-PARKHILL-Theft FROM Vehicle,,POINT (-114.0655518 51.01817361),60,5,10,1
EAST,ERIN WOODS,Theft FROM Vehicle,9,2019/08,2019,AUG,2019-AUG-ERIN WOODS-Theft FROM Vehicle,,POINT (-113.9676066 51.02105117),35,11,12,3
SOUTH,SOUTHWOOD,Commercial Robbery,3,2019/02,2019,FEB,2019-FEB-SOUTHWOOD-Commercial Robbery,,POINT (-114.0832009 50.95777357),7,5,8,1
NORTHEAST,CASTLERIDGE,Theft FROM Vehicle,3,2019/12,2019,DEC,2019-DEC-CASTLERIDGE-Theft FROM Vehicle,,POINT (-113.9610297 51.10525413),119,1,9,4
CENTRE,CHINATOWN,Break & Enter - Commercial,3,2019/10,2019,OCT,2019-OCT-CHINATOWN-Break & Enter - Commercial,,POINT (-114.0655201 51.052827),21,7,7,1
CENTRE,BELTLINE,Violence Other (Non-domestic),9,2019/11,2019,NOV,2019-NOV-BELTLINE-Violence Other (Non-domestic),,POINT (-114.0551888 51.03743793),260,5,14,3
NORTHEAST,SADDLE RIDGE,Violence Other (Non-domestic),4,2019/08,2019,AUG,2019-AUG-SADDLE RIDGE-Violence Other (Non-domestic),,POINT (-113.9456225 51.13057324),2,1,11,4
CENTRE,BELTLINE,Theft FROM Vehicle,76,2019/03,2019,MAR,2019-MAR-BELTLINE-Theft FROM Vehicle,,POINT (-114.0551888 51.03743793),260,5,14,3
CENTRE,CRESCENT HEIGHTS,Theft FROM Vehicle,7,2019/05,2019,MAY,2019-MAY-CRESCENT HEIGHTS-Theft FROM Vehicle,,POINT (-114.0616103 51.05952142),266,7,7,4
NORTHEAST,SUNRIDGE,Assault (Non-domestic),7,2019/09,2019,SEP,2019-SEP-SUNRIDGE-Assault (Non-domestic),,POINT (-113.9917006 51.0742216),83,3,9,4
SOUTH,SUNDANCE,Assault (Non-domestic),3,2019/01,2019,JAN,2019-JAN-SUNDANCE-Assault (Non-domestic),,POINT (-114.0420486 50.9015551),52,13,6,3
SOUTHEAST,12A,Theft OF Vehicle,3,2019/10,2019,OCT,2019-OCT-12A-Theft OF Vehicle,,POINT (-113.8932115 50.96505334),226,8,4,3
SOUTH,DEER RIDGE,Assault (Non-domestic),3,2019/08,2019,AUG,2019-AUG-DEER RIDGE-Assault (Non-domestic),,POINT (-114.0202339 50.92657361),151,13,6,3
CENTRE,SUNNYSIDE,Theft FROM Vehicle,5,2019/04,2019,APR,2019-APR-SUNNYSIDE-Theft FROM Vehicle,,POINT (-114.0790263 51.0564192),62,7,7,2
SOUTH,WOODLANDS,Violence Other (Non-domestic),3,2019/10,2019,OCT,2019-OCT-WOODLANDS-Violence Other (Non-domestic),,POINT (-114.1063436 50.94112),216,6,5,1
NORTHWEST,HAMPTONS,Theft FROM Vehicle,3,2019/09,2019,SEP,2019-SEP-HAMPTONS-Theft FROM Vehicle,,POINT (-114.1466842 51.14509284),286,10,3,2
SOUTH,SOUTHWOOD,Assault (Non-domestic),4,2019/11,2019,NOV,2019-NOV-SOUTHWOOD-Assault (Non-domestic),,POINT (-114.0832009 50.95777357),7,5,8,1
